index,date,datetime,cash_type,card,money,z_score,year,month,day,day_of_week,log_money,coffee_name_Americano,coffee_name_Americano with Milk,coffee_name_Cappuccino,coffee_name_Cocoa,coffee_name_Cortado,coffee_name_Espresso,coffee_name_Hot Chocolate,coffee_name_Latte,recency,frequency,monetary,card,total_spent,avg_spent,purchase_count,first_purchase,last_purchase,favorite_coffee,cluster
178,2024-03-26,2024-03-26 13:37:59.723,card,ANON-0000-0000-0059,28.9,-0.8356225304782041,2024,3,26,1,3.3978584803966405,False,False,False,False,True,False,False,False,166,12,337.0,ANON-0000-0000-0179,70.53999999999999,35.269999999999996,2.0,2024-05-17 22:37:42.821,2024-07-12 22:35:29.518,Hot Chocolate,0.0
179,2024-03-26,2024-03-26 13:57:53.677,card,ANON-0000-0000-0050,28.9,-0.8356225304782041,2024,3,26,1,3.3978584803966405,True,False,False,False,False,False,False,False,166,6,188.1,ANON-0000-0000-0180,442.84,36.90333333333333,12.0,2024-05-18 08:01:37.898,2024-06-24 11:50:44.080,Cappuccino,2.0
180,2024-03-26,2024-03-26 15:48:02.270,card,ANON-0000-0000-0081,38.7,1.1114710116149968,2024,3,26,1,3.681351187693145,False,False,False,False,False,False,False,True,166,2,76.42,ANON-0000-0000-0181,32.82,32.82,1.0,2024-05-18 11:15:56.089,2024-05-18 11:15:56.089,Americano with Milk,0.0
181,2024-03-26,2024-03-26 18:33:38.568,card,ANON-0000-0000-0024,38.7,1.1114710116149968,2024,3,26,1,3.681351187693145,False,False,False,False,False,False,False,True,166,12,422.26,ANON-0000-0000-0182,55.84,27.92,2.0,2024-05-19 07:58:38.312,2024-05-19 07:59:33.549,Americano,0.0
182,2024-03-26,2024-03-26 18:34:54.648,card,ANON-0000-0000-0009,38.7,1.1114710116149968,2024,3,26,1,3.681351187693145,False,False,False,False,False,False,True,False,166,63,2212.7,ANON-0000-0000-0183,37.72,37.72,1.0,2024-05-19 08:00:35.061,2024-05-19 08:00:35.061,Cappuccino,0.0
183,2024-03-27,2024-03-27 11:04:51.174,card,ANON-0000-0000-0003,28.9,-0.8356225304782041,2024,3,27,2,3.3978584803966405,False,False,False,False,True,False,False,False,165,23,651.96,ANON-0000-0000-0184,32.82,32.82,1.0,2024-05-19 12:14:26.676,2024-05-19 12:14:26.676,Americano with Milk,0.0
184,2024-03-27,2024-03-27 11:05:58.236,card,ANON-0000-0000-0003,33.8,0.13792424056839564,2024,3,27,2,3.5496173867804286,False,True,False,False,False,False,False,False,165,23,651.96,ANON-0000-0000-0185,32.82,32.82,1.0,2024-05-19 15:58:58.192,2024-05-19 15:58:58.192,Americano with Milk,0.0
185,2024-03-27,2024-03-27 12:57:00.462,card,ANON-0000-0000-0082,33.8,0.13792424056839564,2024,3,27,2,3.5496173867804286,False,True,False,False,False,False,False,False,165,1,33.8,ANON-0000-0000-0186,93.56,31.186666666666667,3.0,2024-05-19 18:12:36.304,2024-05-19 18:16:30.022,Americano with Milk,0.0
186,2024-03-27,2024-03-27 13:35:20.039,card,ANON-0000-0000-0083,38.7,1.1114710116149968,2024,3,27,2,3.681351187693145,False,False,False,False,False,False,True,False,165,1,38.7,ANON-0000-0000-0187,37.72,37.72,1.0,2024-05-19 19:51:06.979,2024-05-19 19:51:06.979,Cappuccino,0.0
187,2024-03-27,2024-03-27 14:22:31.662,card,ANON-0000-0000-0012,38.7,1.1114710116149968,2024,3,27,2,3.681351187693145,False,False,True,False,False,False,False,False,165,88,2593.18,ANON-0000-0000-0188,37.72,37.72,1.0,2024-05-19 21:15:41.761,2024-05-19 21:15:41.761,Cappuccino,0.0
188,2024-03-27,2024-03-27 14:23:35.380,card,ANON-0000-0000-0012,28.9,-0.8356225304782041,2024,3,27,2,3.3978584803966405,True,False,False,False,False,False,False,False,165,88,2593.18,ANON-0000-0000-0189,37.72,37.72,1.0,2024-05-19 21:18:36.101,2024-05-19 21:18:36.101,Cappuccino,0.0
189,2024-03-27,2024-03-27 18:30:11.833,card,ANON-0000-0000-0084,28.9,-0.8356225304782041,2024,3,27,2,3.3978584803966405,False,False,False,False,True,False,False,False,165,1,28.9,ANON-0000-0000-0190,32.82,32.82,1.0,2024-05-20 10:05:59.163,2024-05-20 10:05:59.163,Americano with Milk,0.0
190,2024-03-27,2024-03-27 19:31:12.442,cash,UNKNOWN,40.0,1.3697589304640942,2024,3,27,2,3.713572066704308,False,False,False,False,False,False,False,True,165,89,3186.0,ANON-0000-0000-0191,108.25999999999999,36.086666666666666,3.0,2024-05-20 10:17:51.867,2024-06-03 10:27:49.797,Latte,0.0
191,2024-03-28,2024-03-28 14:24:47.092,card,ANON-0000-0000-0085,28.9,-0.8356225304782041,2024,3,28,3,3.3978584803966405,False,False,False,False,True,False,False,False,164,2,67.6,ANON-0000-0000-0192,239.54,34.22,7.0,2024-05-20 14:13:19.017,2024-06-19 21:30:03.484,Americano with Milk,0.0
192,2024-03-28,2024-03-28 17:24:46.244,card,ANON-0000-0000-0012,28.9,-0.8356225304782041,2024,3,28,3,3.3978584803966405,False,False,False,False,True,False,False,False,164,88,2593.18,ANON-0000-0000-0193,37.72,37.72,1.0,2024-05-20 17:13:56.897,2024-05-20 17:13:56.897,Latte,0.0
193,2024-03-28,2024-03-28 17:27:05.304,card,ANON-0000-0000-0012,28.9,-0.8356225304782041,2024,3,28,3,3.3978584803966405,True,False,False,False,False,False,False,False,164,88,2593.18,ANON-0000-0000-0194,169.0,33.8,5.0,2024-05-20 20:36:48.320,2024-07-09 11:22:49.904,Americano with Milk,0.0
194,2024-03-28,2024-03-28 17:32:44.652,card,ANON-0000-0000-0086,38.7,1.1114710116149968,2024,3,28,3,3.681351187693145,False,False,False,False,False,False,False,True,164,1,38.7,ANON-0000-0000-0195,27.92,27.92,1.0,2024-05-20 20:46:52.085,2024-05-20 20:46:52.085,Cortado,0.0
195,2024-03-29,2024-03-29 10:56:19.495,card,ANON-0000-0000-0087,38.7,1.1114710116149968,2024,3,29,4,3.681351187693145,False,False,False,False,False,False,False,True,163,1,38.7,ANON-0000-0000-0196,37.72,37.72,1.0,2024-05-21 08:27:38.230,2024-05-21 08:27:38.230,Latte,0.0
196,2024-03-29,2024-03-29 12:34:17.383,card,ANON-0000-0000-0088,38.7,1.1114710116149968,2024,3,29,4,3.681351187693145,False,False,True,False,False,False,False,False,163,2,77.4,ANON-0000-0000-0197,70.53999999999999,35.269999999999996,2.0,2024-05-21 16:10:19.956,2024-07-23 08:12:56.229,Latte,0.0
197,2024-03-29,2024-03-29 12:41:32.125,card,ANON-0000-0000-0088,38.7,1.1114710116149968,2024,3,29,4,3.681351187693145,False,False,True,False,False,False,False,False,163,2,77.4,ANON-0000-0000-0198,37.72,37.72,1.0,2024-05-21 19:11:09.212,2024-05-21 19:11:09.212,Cappuccino,0.0
198,2024-03-29,2024-03-29 13:22:44.618,cash,UNKNOWN,40.0,1.3697589304640942,2024,3,29,4,3.713572066704308,False,False,True,False,False,False,False,False,163,89,3186.0,ANON-0000-0000-0199,37.72,37.72,1.0,2024-05-21 20:13:48.358,2024-05-21 20:13:48.358,Cappuccino,0.0
199,2024-03-30,2024-03-30 11:59:19.854,card,ANON-0000-0000-0069,38.7,1.1114710116149968,2024,3,30,5,3.681351187693145,False,False,False,False,False,False,False,True,162,5,191.54000000000002,ANON-0000-0000-0200,37.72,37.72,1.0,2024-05-22 09:34:41.818,2024-05-22 09:34:41.818,Cappuccino,0.0
200,2024-03-30,2024-03-30 13:49:25.815,cash,UNKNOWN,40.0,1.3697589304640942,2024,3,30,5,3.713572066704308,False,False,True,False,False,False,False,False,162,89,3186.0,ANON-0000-0000-0201,37.72,37.72,1.0,2024-05-23 10:10:19.640,2024-05-23 10:10:19.640,Cappuccino,0.0
201,2024-03-30,2024-03-30 16:12:31.786,card,ANON-0000-0000-0017,38.7,1.1114710116149968,2024,3,30,5,3.681351187693145,False,False,False,False,False,False,False,True,162,6,232.20000000000002,ANON-0000-0000-0202,23.02,23.02,1.0,2024-05-23 12:22:06.605,2024-05-23 12:22:06.605,Espresso,0.0
202,2024-03-30,2024-03-30 16:36:40.513,card,ANON-0000-0000-0009,38.7,1.1114710116149968,2024,3,30,5,3.681351187693145,False,False,False,False,False,False,False,True,162,63,2212.7,ANON-0000-0000-0203,188.6,37.72,5.0,2024-05-23 15:56:27.237,2024-06-25 11:34:52.296,Cappuccino,0.0
203,2024-03-30,2024-03-30 16:37:57.553,card,ANON-0000-0000-0009,33.8,0.13792424056839564,2024,3,30,5,3.5496173867804286,False,True,False,False,False,False,False,False,162,63,2212.7,ANON-0000-0000-0204,27.92,27.92,1.0,2024-05-23 19:03:53.856,2024-05-23 19:03:53.856,Cortado,0.0
204,2024-03-31,2024-03-31 10:40:04.523,card,ANON-0000-0000-0089,38.7,1.1114710116149968,2024,3,31,6,3.681351187693145,False,False,True,False,False,False,False,False,161,1,38.7,ANON-0000-0000-0205,103.36,34.45333333333333,3.0,2024-05-23 19:18:26.418,2024-07-24 19:16:59.779,Cappuccino,0.0
205,2024-03-31,2024-03-31 19:36:45.000,cash,UNKNOWN,30.0,-0.6170712145289671,2024,3,31,6,3.4339872044851463,True,False,False,False,False,False,False,False,160,89,3186.0,ANON-0000-0000-0206,314.98,34.99777777777778,9.0,2024-05-23 19:42:31.546,2024-06-26 21:28:14.566,Cappuccino,2.0
206,2024-04-01,2024-04-01 10:28:47.601,card,ANON-0000-0000-0004,28.9,-0.8356225304782041,2024,4,1,0,3.3978584803966405,True,False,False,False,False,False,False,False,160,9,289.5,ANON-0000-0000-0207,75.44,37.72,2.0,2024-05-23 20:15:01.429,2024-05-23 20:16:24.205,Cappuccino,0.0
207,2024-04-01,2024-04-01 10:29:42.318,card,ANON-0000-0000-0004,33.8,0.13792424056839564,2024,4,1,0,3.5496173867804286,False,True,False,False,False,False,False,False,160,9,289.5,ANON-0000-0000-0208,32.82,32.82,1.0,2024-05-23 22:48:10.813,2024-05-23 22:48:10.813,Americano with Milk,0.0
208,2024-04-01,2024-04-01 10:30:43.735,card,ANON-0000-0000-0004,33.8,0.13792424056839564,2024,4,1,0,3.5496173867804286,False,True,False,False,False,False,False,False,160,9,289.5,ANON-0000-0000-0209,55.84,27.92,2.0,2024-05-24 18:17:40.330,2024-05-24 18:18:36.698,Cortado,0.0
209,2024-04-01,2024-04-01 11:15:43.836,card,ANON-0000-0000-0009,33.8,0.13792424056839564,2024,4,1,0,3.5496173867804286,False,True,False,False,False,False,False,False,160,63,2212.7,ANON-0000-0000-0210,32.82,32.82,1.0,2024-05-24 22:30:40.198,2024-05-24 22:30:40.198,Americano with Milk,0.0
210,2024-04-01,2024-04-01 17:01:42.924,cash,UNKNOWN,40.0,1.3697589304640942,2024,4,1,0,3.713572066704308,False,False,True,False,False,False,False,False,160,89,3186.0,ANON-0000-0000-0211,37.72,37.72,1.0,2024-05-25 12:13:53.388,2024-05-25 12:13:53.388,Latte,0.0
211,2024-04-01,2024-04-01 18:18:42.372,card,ANON-0000-0000-0024,33.8,0.13792424056839564,2024,4,1,0,3.5496173867804286,False,True,False,False,False,False,False,False,160,12,422.26,ANON-0000-0000-0212,65.64,32.82,2.0,2024-05-25 12:42:10.258,2024-05-25 12:43:13.275,Americano with Milk,0.0
212,2024-04-01,2024-04-01 18:45:27.436,card,ANON-0000-0000-0090,38.7,1.1114710116149968,2024,4,1,0,3.681351187693145,False,False,False,False,False,False,True,False,160,1,38.7,ANON-0000-0000-0213,32.82,32.82,1.0,2024-05-25 12:58:12.049,2024-05-25 12:58:12.049,Americano with Milk,0.0
213,2024-04-02,2024-04-02 10:01:14.022,card,ANON-0000-0000-0001,38.7,1.1114710116149968,2024,4,2,1,3.681351187693145,False,False,False,False,False,False,False,True,159,17,646.14,ANON-0000-0000-0214,32.82,32.82,1.0,2024-05-26 14:24:49.812,2024-05-26 14:24:49.812,Americano with Milk,0.0
214,2024-04-02,2024-04-02 16:18:34.169,card,ANON-0000-0000-0003,28.9,-0.8356225304782041,2024,4,2,1,3.3978584803966405,True,False,False,False,False,False,False,False,159,23,651.96,ANON-0000-0000-0215,27.92,27.92,1.0,2024-05-26 14:26:05.248,2024-05-26 14:26:05.248,Cortado,0.0
215,2024-04-02,2024-04-02 16:19:28.460,card,ANON-0000-0000-0003,28.9,-0.8356225304782041,2024,4,2,1,3.3978584803966405,False,False,False,False,True,False,False,False,159,23,651.96,ANON-0000-0000-0216,32.82,32.82,1.0,2024-05-26 14:40:58.882,2024-05-26 14:40:58.882,Americano with Milk,0.0
216,2024-04-02,2024-04-02 19:59:31.942,cash,UNKNOWN,40.0,1.3697589304640942,2024,4,2,1,3.713572066704308,False,False,True,False,False,False,False,False,158,89,3186.0,ANON-0000-0000-0217,37.72,37.72,1.0,2024-05-26 17:19:15.521,2024-05-26 17:19:15.521,Cappuccino,0.0
217,2024-04-03,2024-04-03 10:19:13.644,card,ANON-0000-0000-0003,28.9,-0.8356225304782041,2024,4,3,2,3.3978584803966405,False,False,False,False,True,False,False,False,158,23,651.96,ANON-0000-0000-0218,103.36,34.45333333333333,3.0,2024-05-26 18:09:52.843,2024-05-26 18:13:14.299,Hot Chocolate,0.0
218,2024-04-03,2024-04-03 10:20:07.655,card,ANON-0000-0000-0003,28.9,-0.8356225304782041,2024,4,3,2,3.3978584803966405,True,False,False,False,False,False,False,False,158,23,651.96,ANON-0000-0000-0219,37.72,37.72,1.0,2024-05-26 18:39:18.794,2024-05-26 18:39:18.794,Latte,0.0
219,2024-04-03,2024-04-03 13:12:05.367,card,ANON-0000-0000-0012,38.7,1.1114710116149968,2024,4,3,2,3.681351187693145,False,False,True,False,False,False,False,False,158,88,2593.18,ANON-0000-0000-0220,141.07999999999998,35.269999999999996,4.0,2024-05-26 20:59:14.954,2024-06-05 20:12:01.658,Cappuccino,0.0
220,2024-04-03,2024-04-03 15:36:11.735,cash,UNKNOWN,30.0,-0.6170712145289671,2024,4,3,2,3.4339872044851463,False,False,False,False,True,False,False,False,158,89,3186.0,ANON-0000-0000-0221,65.64,32.82,2.0,2024-05-26 21:02:36.935,2024-05-26 21:04:58.824,Cortado,0.0
221,2024-04-04,2024-04-04 10:44:55.988,card,ANON-0000-0000-0091,38.7,1.1114710116149968,2024,4,4,3,3.681351187693145,False,False,False,False,False,False,False,True,157,3,116.10000000000001,ANON-0000-0000-0222,37.72,37.72,1.0,2024-05-26 21:03:51.772,2024-05-26 21:03:51.772,Cappuccino,0.0
222,2024-04-04,2024-04-04 11:26:38.085,card,ANON-0000-0000-0092,38.7,1.1114710116149968,2024,4,4,3,3.681351187693145,False,False,False,False,False,False,False,True,157,1,38.7,ANON-0000-0000-0223,37.72,37.72,1.0,2024-05-26 21:06:02.621,2024-05-26 21:06:02.621,Cappuccino,0.0
223,2024-04-04,2024-04-04 11:27:48.411,card,ANON-0000-0000-0093,38.7,1.1114710116149968,2024,4,4,3,3.681351187693145,False,False,True,False,False,False,False,False,157,1,38.7,ANON-0000-0000-0224,103.36,34.45333333333333,3.0,2024-05-27 14:05:21.688,2024-06-06 15:11:14.185,Americano with Milk,0.0
224,2024-04-04,2024-04-04 12:23:02.216,card,ANON-0000-0000-0094,28.9,-0.8356225304782041,2024,4,4,3,3.3978584803966405,False,False,False,False,True,False,False,False,157,1,28.9,ANON-0000-0000-0225,73.96000000000001,24.653333333333336,3.0,2024-05-27 15:11:34.061,2024-07-27 14:28:41.904,Americano,0.0
225,2024-04-04,2024-04-04 19:42:07.740,cash,UNKNOWN,40.0,1.3697589304640942,2024,4,4,3,3.713572066704308,False,False,False,False,False,False,False,True,156,89,3186.0,ANON-0000-0000-0226,27.92,27.92,1.0,2024-05-27 18:00:50.983,2024-05-27 18:00:50.983,Americano,0.0
226,2024-04-05,2024-04-05 10:40:42.728,card,ANON-0000-0000-0095,28.9,-0.8356225304782041,2024,4,5,4,3.3978584803966405,True,False,False,False,False,False,False,False,156,1,28.9,ANON-0000-0000-0227,37.72,37.72,1.0,2024-05-27 19:16:27.404,2024-05-27 19:16:27.404,Latte,0.0
227,2024-04-05,2024-04-05 10:42:06.204,card,ANON-0000-0000-0012,28.9,-0.8356225304782041,2024,4,5,4,3.3978584803966405,True,False,False,False,False,False,False,False,156,88,2593.18,ANON-0000-0000-0228,37.72,37.72,1.0,2024-05-27 19:17:38.729,2024-05-27 19:17:38.729,Latte,0.0
228,2024-04-05,2024-04-05 11:06:14.643,card,ANON-0000-0000-0096,28.9,-0.8356225304782041,2024,4,5,4,3.3978584803966405,False,False,False,False,True,False,False,False,156,1,28.9,ANON-0000-0000-0229,37.72,37.72,1.0,2024-05-28 11:48:18.494,2024-05-28 11:48:18.494,Cappuccino,0.0
229,2024-04-05,2024-04-05 12:14:27.975,card,ANON-0000-0000-0097,33.8,0.13792424056839564,2024,4,5,4,3.5496173867804286,False,True,False,False,False,False,False,False,156,27,882.22,ANON-0000-0000-0230,37.72,37.72,1.0,2024-05-28 13:14:40.435,2024-05-28 13:14:40.435,Cappuccino,0.0
230,2024-04-05,2024-04-05 14:23:40.387,card,ANON-0000-0000-0098,38.7,1.1114710116149968,2024,4,5,4,3.681351187693145,False,False,False,False,False,False,False,True,156,2,67.6,ANON-0000-0000-0231,65.64,32.82,2.0,2024-05-28 19:09:29.069,2024-05-28 19:10:31.070,Americano,0.0
231,2024-04-05,2024-04-05 14:24:50.417,card,ANON-0000-0000-0098,28.9,-0.8356225304782041,2024,4,5,4,3.3978584803966405,False,False,False,False,True,False,False,False,156,2,67.6,ANON-0000-0000-0232,75.44,37.72,2.0,2024-05-29 09:14:43.704,2024-06-01 09:48:24.750,Latte,0.0
232,2024-04-05,2024-04-05 15:30:50.383,cash,UNKNOWN,40.0,1.3697589304640942,2024,4,5,4,3.713572066704308,False,False,False,False,False,False,False,True,156,89,3186.0,ANON-0000-0000-0233,37.72,37.72,1.0,2024-05-29 11:14:02.855,2024-05-29 11:14:02.855,Hot Chocolate,0.0
233,2024-04-05,2024-04-05 15:54:15.768,cash,UNKNOWN,40.0,1.3697589304640942,2024,4,5,4,3.713572066704308,False,False,True,False,False,False,False,False,156,89,3186.0,ANON-0000-0000-0234,27.92,27.92,1.0,2024-05-29 15:10:48.545,2024-05-29 15:10:48.545,Americano,0.0
234,2024-04-05,2024-04-05 15:55:30.947,cash,UNKNOWN,30.0,-0.6170712145289671,2024,4,5,4,3.4339872044851463,True,False,False,False,False,False,False,False,156,89,3186.0,ANON-0000-0000-0235,37.72,37.72,1.0,2024-05-29 15:22:56.321,2024-05-29 15:22:56.321,Latte,0.0
235,2024-04-05,2024-04-05 16:17:43.975,cash,UNKNOWN,40.0,1.3697589304640942,2024,4,5,4,3.713572066704308,False,False,False,True,False,False,False,False,156,89,3186.0,ANON-0000-0000-0236,37.72,37.72,1.0,2024-05-29 15:45:12.738,2024-05-29 15:45:12.738,Cappuccino,0.0
236,2024-04-05,2024-04-05 16:18:23.558,card,ANON-0000-0000-0003,24.0,-1.809169301524804,2024,4,5,4,3.2188758248682006,False,False,False,False,False,True,False,False,156,23,651.96,ANON-0000-0000-0237,37.72,37.72,1.0,2024-05-29 16:45:03.950,2024-05-29 16:45:03.950,Latte,0.0
237,2024-04-06,2024-04-06 12:32:31.398,card,ANON-0000-0000-0099,33.8,0.13792424056839564,2024,4,6,5,3.5496173867804286,False,True,False,False,False,False,False,False,155,4,112.66,ANON-0000-0000-0238,65.64,32.82,2.0,2024-05-29 18:24:03.334,2024-05-29 18:24:59.311,Cortado,0.0
238,2024-04-06,2024-04-06 14:13:18.733,card,ANON-0000-0000-0040,38.7,1.1114710116149968,2024,4,6,5,3.681351187693145,False,False,True,False,False,False,False,False,155,22,706.36,ANON-0000-0000-0239,37.72,37.72,1.0,2024-05-29 20:30:42.240,2024-05-29 20:30:42.240,Hot Chocolate,0.0
239,2024-04-06,2024-04-06 14:14:27.029,card,ANON-0000-0000-0040,28.9,-0.8356225304782041,2024,4,6,5,3.3978584803966405,True,False,False,False,False,False,False,False,155,22,706.36,ANON-0000-0000-0240,37.72,37.72,1.0,2024-05-29 20:32:35.200,2024-05-29 20:32:35.200,Cocoa,0.0
240,2024-04-06,2024-04-06 14:49:50.183,card,ANON-0000-0000-0009,38.7,1.1114710116149968,2024,4,6,5,3.681351187693145,False,False,False,False,False,False,False,True,155,63,2212.7,ANON-0000-0000-0241,75.44,37.72,2.0,2024-05-30 08:29:06.277,2024-05-30 08:30:21.586,Cappuccino,0.0
241,2024-04-07,2024-04-07 10:12:53.204,card,ANON-0000-0000-0091,38.7,1.1114710116149968,2024,4,7,6,3.681351187693145,False,False,False,False,False,False,False,True,154,3,116.10000000000001,ANON-0000-0000-0242,32.82,32.82,1.0,2024-05-30 08:37:05.382,2024-05-30 08:37:05.382,Americano with Milk,0.0
242,2024-04-07,2024-04-07 12:44:31.936,card,ANON-0000-0000-0040,38.7,1.1114710116149968,2024,4,7,6,3.681351187693145,False,False,True,False,False,False,False,False,154,22,706.36,ANON-0000-0000-0243,23.02,23.02,1.0,2024-05-30 15:16:15.665,2024-05-30 15:16:15.665,Espresso,0.0
243,2024-04-07,2024-04-07 12:46:05.118,card,ANON-0000-0000-0040,38.7,1.1114710116149968,2024,4,7,6,3.681351187693145,False,False,True,False,False,False,False,False,154,22,706.36,ANON-0000-0000-0244,37.72,37.72,1.0,2024-05-30 20:31:05.430,2024-05-30 20:31:05.430,Latte,0.0
244,2024-04-07,2024-04-07 14:16:24.949,card,ANON-0000-0000-0100,28.9,-0.8356225304782041,2024,4,7,6,3.3978584803966405,False,False,False,False,True,False,False,False,154,2,52.9,ANON-0000-0000-0245,32.82,32.82,1.0,2024-05-31 07:53:57.274,2024-05-31 07:53:57.274,Americano with Milk,0.0
245,2024-04-07,2024-04-07 14:17:30.628,card,ANON-0000-0000-0100,24.0,-1.809169301524804,2024,4,7,6,3.2188758248682006,False,False,False,False,False,True,False,False,154,2,52.9,ANON-0000-0000-0246,37.72,37.72,1.0,2024-05-31 09:21:07.821,2024-05-31 09:21:07.821,Latte,0.0
246,2024-04-07,2024-04-07 18:01:16.608,card,ANON-0000-0000-0101,38.7,1.1114710116149968,2024,4,7,6,3.681351187693145,False,False,False,False,False,False,True,False,154,2,72.5,ANON-0000-0000-0247,37.72,37.72,1.0,2024-05-31 10:38:07.861,2024-05-31 10:38:07.861,Hot Chocolate,0.0
247,2024-04-07,2024-04-07 18:02:03.878,card,ANON-0000-0000-0101,33.8,0.13792424056839564,2024,4,7,6,3.5496173867804286,False,True,False,False,False,False,False,False,154,2,72.5,ANON-0000-0000-0248,37.72,37.72,1.0,2024-05-31 10:39:06.136,2024-05-31 10:39:06.136,Cocoa,0.0
248,2024-04-08,2024-04-08 10:58:21.106,card,ANON-0000-0000-0102,33.8,0.13792424056839564,2024,4,8,0,3.5496173867804286,False,True,False,False,False,False,False,False,153,1,33.8,ANON-0000-0000-0249,32.82,32.82,1.0,2024-05-31 14:50:12.976,2024-05-31 14:50:12.976,Americano with Milk,0.0
249,2024-04-08,2024-04-08 10:59:27.558,card,ANON-0000-0000-0103,38.7,1.1114710116149968,2024,4,8,0,3.681351187693145,False,False,True,False,False,False,False,False,153,1,38.7,ANON-0000-0000-0250,145.98,36.495,4.0,2024-05-31 18:23:44.636,2024-07-30 10:23:20.120,Latte,0.0
250,2024-04-08,2024-04-08 11:01:20.464,card,ANON-0000-0000-0012,28.9,-0.8356225304782041,2024,4,8,0,3.3978584803966405,True,False,False,False,False,False,False,False,153,88,2593.18,ANON-0000-0000-0251,65.64,32.82,2.0,2024-06-01 18:20:12.780,2024-06-01 18:21:15.363,Americano with Milk,0.0
251,2024-04-08,2024-04-08 11:04:47.030,card,ANON-0000-0000-0104,38.7,1.1114710116149968,2024,4,8,0,3.681351187693145,False,False,True,False,False,False,False,False,153,1,38.7,ANON-0000-0000-0252,37.72,37.72,1.0,2024-06-01 20:59:09.689,2024-06-01 20:59:09.689,Cocoa,0.0
252,2024-04-08,2024-04-08 12:54:25.897,cash,UNKNOWN,25.0,-1.610486287025498,2024,4,8,0,3.258096538021482,False,False,False,False,False,True,False,False,153,89,3186.0,ANON-0000-0000-0253,37.72,37.72,1.0,2024-06-02 21:30:12.430,2024-06-02 21:30:12.430,Latte,0.0
253,2024-04-08,2024-04-08 15:43:36.881,cash,UNKNOWN,35.0,0.3763438579675636,2024,4,8,0,3.58351893845611,False,True,False,False,False,False,False,False,153,89,3186.0,ANON-0000-0000-0254,75.44,37.72,2.0,2024-06-04 12:02:10.213,2024-06-04 12:05:29.186,Hot Chocolate,0.0
254,2024-04-08,2024-04-08 16:41:37.806,card,ANON-0000-0000-0017,38.7,1.1114710116149968,2024,4,8,0,3.681351187693145,False,False,False,False,False,False,False,True,153,6,232.20000000000002,ANON-0000-0000-0255,37.72,37.72,1.0,2024-06-04 15:30:32.455,2024-06-04 15:30:32.455,Latte,0.0
255,2024-04-08,2024-04-08 18:18:09.713,card,ANON-0000-0000-0105,28.9,-0.8356225304782041,2024,4,8,0,3.3978584803966405,True,False,False,False,False,False,False,False,153,1,28.9,ANON-0000-0000-0256,75.44,37.72,2.0,2024-06-04 20:13:01.204,2024-06-12 20:16:33.648,Hot Chocolate,0.0
256,2024-04-08,2024-04-08 19:22:27.477,card,ANON-0000-0000-0024,33.8,0.13792424056839564,2024,4,8,0,3.5496173867804286,False,True,False,False,False,False,False,False,153,12,422.26,ANON-0000-0000-0257,108.25999999999999,36.086666666666666,3.0,2024-06-04 20:50:33.896,2024-07-25 19:21:00.764,Cappuccino,0.0
257,2024-04-08,2024-04-08 19:23:59.268,card,ANON-0000-0000-0106,38.7,1.1114710116149968,2024,4,8,0,3.681351187693145,False,False,True,False,False,False,False,False,153,2,77.4,ANON-0000-0000-0258,27.92,27.92,1.0,2024-06-04 21:31:58.908,2024-06-04 21:31:58.908,Cortado,0.0
258,2024-04-09,2024-04-09 10:22:27.359,cash,UNKNOWN,40.0,1.3697589304640942,2024,4,9,1,3.713572066704308,False,False,True,False,False,False,False,False,152,89,3186.0,ANON-0000-0000-0259,32.82,32.82,1.0,2024-06-04 21:33:02.621,2024-06-04 21:33:02.621,Americano with Milk,0.0
259,2024-04-09,2024-04-09 10:24:10.103,cash,UNKNOWN,30.0,-0.6170712145289671,2024,4,9,1,3.4339872044851463,True,False,False,False,False,False,False,False,152,89,3186.0,ANON-0000-0000-0260,98.46000000000001,32.82,3.0,2024-06-04 21:34:55.667,2024-06-04 21:37:15.164,Americano with Milk,0.0
260,2024-04-09,2024-04-09 11:42:28.468,card,ANON-0000-0000-0091,38.7,1.1114710116149968,2024,4,9,1,3.681351187693145,False,False,False,False,False,False,False,True,152,3,116.10000000000001,ANON-0000-0000-0261,75.44,37.72,2.0,2024-06-05 08:21:48.964,2024-06-05 08:23:06.723,Cappuccino,0.0
261,2024-04-09,2024-04-09 15:11:48.720,card,ANON-0000-0000-0107,38.7,1.1114710116149968,2024,4,9,1,3.681351187693145,False,False,False,False,False,False,True,False,152,1,38.7,ANON-0000-0000-0262,27.92,27.92,1.0,2024-06-05 09:22:43.108,2024-06-05 09:22:43.108,Americano,0.0
262,2024-04-09,2024-04-09 17:25:23.936,card,ANON-0000-0000-0049,38.7,1.1114710116149968,2024,4,9,1,3.681351187693145,False,False,False,False,False,False,True,False,152,4,145.0,ANON-0000-0000-0263,32.82,32.82,1.0,2024-06-05 19:43:57.675,2024-06-05 19:43:57.675,Americano with Milk,0.0
263,2024-04-10,2024-04-10 10:21:26.175,cash,UNKNOWN,25.0,-1.610486287025498,2024,4,10,2,3.258096538021482,False,False,False,False,False,True,False,False,151,89,3186.0,ANON-0000-0000-0264,37.72,37.72,1.0,2024-06-05 19:59:53.527,2024-06-05 19:59:53.527,Latte,0.0
